# Weather station Nottingham, UK, WMO_ID=3354,selection from 11.11.2020 till 21.12.2020, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3354&lang=en
#
"Local time in Nottingham";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.12.2020 20:00";"6.6";"744.3";"755.0";"1.2";"89";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"4.9";"";"";"";"";"";"";
"15.12.2020 19:00";"7.1";"743.8";"754.5";"1.1";"87";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"5.1";"";"";"";"";"";"";
"15.12.2020 18:00";"7.1";"743.3";"754.0";"1.0";"87";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"10.0";"";"";"600-1000";"";"";"30.0";"5.0";"No precipitation";"12";"";"";"";"";
"15.12.2020 17:00";"8.0";"743.1";"753.7";"0.9";"84";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"5.4";"";"";"";"";"";"";
"15.12.2020 16:00";"8.1";"742.7";"753.3";"0.7";"83";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"5.4";"";"";"";"";"";"";
"15.12.2020 15:00";"9.0";"742.3";"752.9";"0.3";"79";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"5.6";"";"";"";"";"";"";
"15.12.2020 14:00";"9.9";"742.2";"752.8";"0.4";"76";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"5.8";"";"";"";"";"";"";
"15.12.2020 13:00";"9.7";"742.0";"752.6";"0.3";"77";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"5.9";"";"";"";"";"";"";
"15.12.2020 12:00";"8.9";"742.0";"752.5";"0.7";"80";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"5.6";"No precipitation";"6";"";"";"";"";
"15.12.2020 11:00";"8.2";"741.8";"752.4";"0.9";"84";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"5.7";"";"";"";"";"";"";
"15.12.2020 10:00";"6.7";"741.7";"752.3";"1.5";"91";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"5.3";"";"";"";"";"";"";
"15.12.2020 09:00";"5.3";"741.3";"752.0";"1.4";"97";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"4.8";"";"";"";"";"";"";
"15.12.2020 08:00";"4.9";"740.9";"751.6";"1.3";"95";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"4.2";"";"";"";"";"";"";
"15.12.2020 07:00";"5.2";"740.2";"751.0";"0.8";"95";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"4.5";"";"";"";"";"";"";
"15.12.2020 06:00";"5.7";"739.9";"750.5";"0.9";"93";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"5.6";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"4.7";"Trace of precipitation";"12";"";"";"";"";
"15.12.2020 05:00";"6.1";"739.6";"750.3";"0.7";"94";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"5.2";"";"";"";"";"";"";
"15.12.2020 04:00";"6.0";"739.4";"750.1";"0.8";"95";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"5.3";"";"";"";"";"";"";
"15.12.2020 03:00";"6.4";"739.0";"749.7";"0.5";"95";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"5.6";"";"";"";"";"";"";
"15.12.2020 02:00";"6.7";"738.9";"749.5";"0.4";"93";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"5.6";"";"";"";"";"";"";
"15.12.2020 01:00";"7.1";"738.6";"749.2";"0.3";"92";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"17.0";"5.9";"";"";"";"";"";"";
"15.12.2020 00:00";"6.1";"744.5";"755.2";"6.4";"96";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"19.0";"5.5";"No precipitation";"6";"";"";"";"";
"14.12.2020 23:00";"8.0";"738.5";"749.1";"0.5";"89";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"6.2";"";"";"";"";"";"";
"14.12.2020 22:00";"7.9";"738.3";"748.9";"0.5";"87";"Wind blowing from the south-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"24.0";"5.9";"";"";"";"";"";"";
"14.12.2020 21:00";"8.2";"738.1";"748.7";"0.6";"88";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"19.0";"6.3";"";"";"";"";"";"";
"14.12.2020 20:00";"8.3";"738.0";"748.6";"0.7";"86";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"6.1";"";"";"";"";"";"";
"14.12.2020 19:00";"8.7";"737.8";"748.3";"0.8";"86";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"6.5";"";"";"";"";"";"";
"14.12.2020 18:00";"8.5";"737.5";"748.0";"0.7";"85";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"11.2";"";"";"1500-2000";"";"";"24.0";"6.1";"0.2";"12";"";"";"";"";
"14.12.2020 17:00";"8.9";"737.3";"747.8";"0.8";"81";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"26.0";"5.7";"";"";"";"";"";"";
"14.12.2020 16:00";"8.6";"737.0";"747.6";"0.7";"82";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"27.0";"5.6";"";"";"";"";"";"";
"14.12.2020 15:00";"8.7";"736.8";"747.3";"0.5";"86";"Wind blowing from the south-west";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"6.4";"";"";"";"";"";"";
"14.12.2020 14:00";"10.4";"736.5";"746.9";"0.2";"75";"Wind blowing from the south-west";"6";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"6.1";"";"";"";"";"";"";
"14.12.2020 13:00";"10.6";"736.3";"746.8";"0.4";"73";"Wind blowing from the south-southwest";"6";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"5.9";"";"";"";"";"";"";
"14.12.2020 12:00";"10.0";"736.3";"746.7";"0.9";"79";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"23.0";"6.5";"No precipitation";"6";"";"";"";"";
"14.12.2020 11:00";"9.2";"736.3";"746.7";"1.5";"82";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"6.2";"";"";"";"";"";"";
"14.12.2020 10:00";"8.7";"735.9";"746.4";"1.5";"83";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"6.0";"";"";"";"";"";"";
"14.12.2020 09:00";"8.1";"735.4";"745.9";"1.4";"88";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"6.2";"";"";"";"";"";"";
"14.12.2020 08:00";"8.1";"734.8";"745.3";"1.0";"90";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"6.6";"";"";"";"";"";"";
"14.12.2020 07:00";"8.3";"734.4";"744.9";"0.8";"90";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"26.0";"6.7";"";"";"";"";"";"";
"14.12.2020 06:00";"8.9";"734.0";"744.5";"0.1";"89";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"8.8";"";"";"";"300-600";"";"";"30.0";"7.1";"1.0";"12";"";"";"";"";
"14.12.2020 05:00";"9.5";"733.8";"744.2";"-0.1";"87";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"7.5";"";"";"";"";"";"";
"14.12.2020 04:00";"9.4";"733.6";"744.1";"-0.6";"89";"Wind blowing from the south";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"26.0";"7.6";"";"";"";"";"";"";
"14.12.2020 03:00";"9.8";"733.9";"744.3";"-0.4";"85";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"29.0";"7.3";"";"";"";"";"";"";
"14.12.2020 02:00";"9.3";"733.9";"744.3";"-0.6";"90";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"18.0";"7.8";"";"";"";"";"";"";
"14.12.2020 01:00";"9.4";"734.2";"744.7";"-0.2";"89";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"21.0";"7.7";"";"";"";"";"";"";
"14.12.2020 00:00";"7.4";"738.5";"749.1";"4.1";"91";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"19.0";"6.0";"Trace of precipitation";"6";"";"";"";"";
"13.12.2020 23:00";"9.7";"734.5";"745.0";"0.0";"94";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"18.0";"8.8";"";"";"";"";"";"";
"13.12.2020 22:00";"9.5";"734.4";"744.9";"0.2";"95";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"25.0";"8.8";"";"";"";"";"";"";
"13.12.2020 21:00";"9.6";"734.4";"744.8";"0.2";"94";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"8.7";"";"";"";"";"";"";
"13.12.2020 20:00";"10.2";"734.5";"744.9";"0.0";"97";"Wind blowing from the south-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"9.7";"";"";"";"";"";"";
"13.12.2020 19:00";"10.1";"734.2";"744.6";"-0.8";"98";"Wind blowing from the south";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"5.0";"9.8";"";"";"";"";"";"";
"13.12.2020 18:00";"9.6";"734.2";"744.7";"-1.5";"97";"Wind blowing from the south";"6";"";"";"";"Rain, not freezing, slight. ";"";"";"";"9.6";"";"";"100-200";"";"";"8.0";"9.2";"8.0";"12";"";"";"";"";
"13.12.2020 17:00";"8.8";"734.5";"745.0";"-2.2";"98";"Wind blowing from the south";"7";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"26.0";"8.5";"";"";"";"";"";"";
"13.12.2020 16:00";"8.1";"735.0";"745.5";"-2.5";"97";"Wind blowing from the south";"6";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"5.0";"7.7";"";"";"";"";"";"";
"13.12.2020 15:00";"7.4";"735.7";"746.2";"-2.8";"97";"Wind blowing from the south-southeast";"6";"";"";"";"Shower(s) or intermittent precipitation. ";"";"";"";"";"";"";"100-200";"";"";"7.0";"7.0";"";"";"";"";"";"";
"13.12.2020 14:00";"6.7";"736.7";"747.3";"-3.2";"97";"Wind blowing from the south-southeast";"6";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"3.8";"6.3";"";"";"";"";"";"";
"13.12.2020 13:00";"6.0";"737.5";"748.1";"-3.1";"97";"Wind blowing from the south-southeast";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"100-200";"";"";"30.0";"5.5";"";"";"";"";"";"";
"13.12.2020 12:00";"5.4";"738.5";"749.2";"-2.6";"97";"Wind blowing from the south-southeast";"7";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"7.0";"4.9";"2.0";"6";"";"";"";"";
"13.12.2020 11:00";"5.3";"739.9";"750.7";"-2.1";"95";"Wind blowing from the south-southeast";"7";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"7.0";"4.6";"";"";"";"";"";"";
"13.12.2020 10:00";"4.6";"740.6";"751.3";"-1.4";"95";"Wind blowing from the south-southeast";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"8.0";"3.9";"";"";"";"";"";"";
"13.12.2020 09:00";"3.7";"741.1";"751.9";"-1.4";"96";"Wind blowing from the south-southeast";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"12.0";"3.1";"";"";"";"";"";"";
"13.12.2020 08:00";"2.9";"742.0";"752.8";"-0.7";"98";"Wind blowing from the south-southeast";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"18.0";"2.6";"";"";"";"";"";"";
"13.12.2020 07:00";"2.2";"742.0";"752.8";"-1.1";"99";"Wind blowing from the south-southeast";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"2.0";"";"";"";"";"";"";
"13.12.2020 06:00";"1.5";"742.5";"753.4";"-1.1";"98";"Wind blowing from the south-southeast";"1";"";"";"";"Mist. ";"";"";"1.1";"";"";"";"2500 or more, or no clouds.";"";"";"5.0";"1.2";"No precipitation";"12";"";"";"";"";
"13.12.2020 05:00";"1.6";"742.7";"753.6";"-0.8";"97";"Wind blowing from the east-southeast";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"1.2";"";"";"";"";"";"";
"13.12.2020 04:00";"1.1";"743.1";"754.0";"-0.3";"97";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"0.7";"";"";"";"";"";"";
"13.12.2020 03:00";"1.9";"743.6";"754.5";"0.0";"97";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"1.5";"";"";"";"";"";"";
"13.12.2020 02:00";"2.2";"743.5";"754.3";"0.1";"96";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.6";"";"";"";"";"";"";
"13.12.2020 01:00";"2.5";"743.4";"754.3";"0.0";"96";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"17.0";"1.9";"";"";"";"";"";"";
"13.12.2020 00:00";"2.9";"743.6";"754.4";"0.5";"97";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"2.5";"No precipitation";"6";"";"";"";"";
"12.12.2020 23:00";"3.2";"743.4";"754.3";"0.8";"97";"Wind blowing from the west-southwest";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"2.8";"";"";"";"";"";"";
"12.12.2020 22:00";"3.3";"743.4";"754.2";"1.2";"97";"Wind blowing from the south-west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"4.5";"2.8";"";"";"";"";"";"";
"12.12.2020 21:00";"4.0";"743.1";"753.9";"1.4";"93";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"3.0";"";"";"";"";"";"";
"12.12.2020 20:00";"4.9";"742.6";"753.3";"1.2";"90";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"24.0";"3.4";"";"";"";"";"";"";
"12.12.2020 19:00";"5.4";"742.2";"752.9";"1.4";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"28.0";"3.6";"";"";"";"";"";"";
"12.12.2020 18:00";"6.5";"741.7";"752.4";"1.6";"85";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"8.0";"";"";"2000-2500";"";"";"30.0";"4.2";"2.0";"12";"";"";"";"";
"12.12.2020 17:00";"7.1";"741.4";"752.0";"2.0";"85";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"4.8";"";"";"";"";"";"";
"12.12.2020 16:00";"7.4";"740.8";"751.3";"1.9";"85";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"5.0";"";"";"";"";"";"";
"12.12.2020 15:00";"7.9";"740.1";"750.7";"1.7";"85";"Wind blowing from the west";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"5.5";"";"";"";"";"";"";
"12.12.2020 14:00";"7.9";"739.4";"750.0";"1.5";"87";"Wind blowing from the west";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"19.0";"5.9";"";"";"";"";"";"";
"12.12.2020 13:00";"8.0";"738.9";"749.5";"1.6";"89";"Wind blowing from the west";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"20.0";"6.2";"";"";"";"";"";"";
"12.12.2020 12:00";"7.7";"738.4";"749.0";"1.9";"89";"Wind blowing from the west";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"12.0";"5.9";"1.0";"6";"";"";"";"";
"12.12.2020 11:00";"7.7";"737.9";"748.5";"2.2";"91";"Wind blowing from the west-northwest";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"55.0";"6.3";"";"";"";"";"";"";
"12.12.2020 10:00";"7.8";"737.3";"747.9";"2.2";"96";"Wind blowing from the west";"3";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"2.5";"7.2";"";"";"";"";"";"";
"12.12.2020 09:00";"7.5";"736.5";"747.1";"1.9";"99";"Wind blowing from the west";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"6.0";"7.3";"";"";"";"";"";"";
"12.12.2020 08:00";"7.2";"735.7";"746.2";"1.5";"99";"Wind blowing from the west-southwest";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"4.0";"7.1";"";"";"";"";"";"";
"12.12.2020 07:00";"7.0";"735.1";"745.6";"1.5";"99";"Wind blowing from the west-southwest";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"2.8";"6.8";"";"";"";"";"";"";
"12.12.2020 06:00";"6.9";"734.6";"745.2";"1.4";"99";"Wind blowing from the west";"3";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"5.7";"";"";"";"300-600";"";"";"3.9";"6.7";"0.2";"12";"";"";"";"";
"12.12.2020 05:00";"6.8";"734.2";"744.7";"1.5";"98";"Wind blowing from the west";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"4.1";"6.5";"";"";"";"";"";"";
"12.12.2020 04:00";"6.6";"733.6";"744.1";"1.5";"97";"Wind blowing from the west";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"4.4";"6.2";"";"";"";"";"";"";
"12.12.2020 03:00";"6.7";"733.2";"743.7";"1.4";"97";"Wind blowing from the west-northwest";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"4.5";"6.3";"";"";"";"";"";"";
"12.12.2020 02:00";"6.8";"732.7";"743.2";"1.4";"97";"Wind blowing from the west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"6.4";"";"";"";"";"";"";
"12.12.2020 01:00";"6.7";"732.1";"742.6";"1.2";"98";"Wind blowing from the west-northwest";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"6.4";"";"";"";"";"";"";
"12.12.2020 00:00";"2.9";"743.6";"754.4";"13.0";"97";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"2.5";"No precipitation";"6";"";"";"";"";
"11.12.2020 23:00";"6.5";"731.3";"741.8";"1.1";"98";"Wind blowing from the west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"6.2";"";"";"";"";"";"";
"11.12.2020 22:00";"6.4";"730.9";"741.4";"1.2";"98";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"1000-1500";"";"";"3.5";"6.1";"";"";"";"";"";"";
"11.12.2020 21:00";"6.8";"730.6";"741.1";"1.2";"99";"Wind blowing from the west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"1000-1500";"";"";"5.0";"6.7";"";"";"";"";"";"";
"11.12.2020 20:00";"7.0";"730.2";"740.6";"1.1";"99";"Wind blowing from the west";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"3.7";"6.8";"";"";"";"";"";"";
"11.12.2020 19:00";"6.0";"729.7";"740.2";"0.9";"98";"Wind blowing from the west";"2";"";"";"";"Fog ";"";"";"";"";"";"";"Less than  50";"";"";"3.6";"5.7";"";"";"";"";"";"";
"11.12.2020 18:00";"6.9";"729.4";"739.9";"1.1";"98";"Wind blowing from the west-southwest";"1";"";"";"";"Fog ";"";"";"";"8.8";"";"";"Less than  50";"";"";"1.0";"6.6";"0.8";"12";"";"";"";"";
"11.12.2020 17:00";"7.5";"729.1";"739.5";"1.2";"97";"Calm, no wind";"0";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"";"";"";"";"";"";"300-600";"";"";"0.4";"7.1";"";"";"";"";"";"";
"11.12.2020 16:00";"8.3";"728.8";"739.2";"1.1";"97";"Calm, no wind";"0";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"4.1";"7.8";"";"";"";"";"";"";
"11.12.2020 15:00";"8.8";"728.3";"738.7";"0.5";"97";"Wind blowing from the south-west";"1";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"8.4";"";"";"";"";"";"";
"11.12.2020 14:00";"8.7";"727.9";"738.3";"-0.1";"98";"Wind blowing from the south-west";"1";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"8.4";"";"";"";"";"";"";
"11.12.2020 13:00";"8.6";"727.7";"738.1";"-0.3";"99";"Wind blowing from the south";"1";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"8.4";"";"";"";"";"";"";
"11.12.2020 12:00";"8.2";"727.8";"738.1";"-0.1";"99";"Wind blowing from the south";"2";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"50-100";"";"";"6.0";"8.1";"0.8";"6";"";"";"";"";
"11.12.2020 11:00";"7.6";"728.0";"738.4";"0.2";"99";"Wind blowing from the south-southeast";"3";"";"";"";"Drizzle, not freezing, heavy. ";"";"";"";"";"";"";"50-100";"";"";"2.0";"7.5";"";"";"";"";"";"";
"11.12.2020 10:00";"7.5";"728.0";"738.5";"0.1";"99";"Wind blowing from the south-southeast";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"50-100";"";"";"3.9";"7.4";"";"";"";"";"";"";
"11.12.2020 09:00";"7.3";"727.9";"738.3";"-0.1";"99";"Wind blowing from the south-east";"3";"";"";"";"Fog ";"";"";"";"";"";"";"Less than  50";"";"";"3.3";"7.2";"";"";"";"";"";"";
"11.12.2020 08:00";"7.1";"727.8";"738.2";"-0.7";"100";"Wind blowing from the south-southeast";"2";"";"";"";"Fog ";"";"";"";"";"";"";"50-100";"";"";"4.3";"7.1";"";"";"";"";"";"";
"11.12.2020 07:00";"7.1";"727.9";"738.3";"-0.9";"99";"Wind blowing from the south-southeast";"2";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"";"";"";"";"";"";"Less than  50";"";"";"0.3";"7.0";"";"";"";"";"";"";
"11.12.2020 06:00";"7.1";"728.0";"738.4";"-1.5";"99";"Wind blowing from the south";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"5.2";"";"";"";"Less than  50";"";"";"5.0";"7.0";"6.0";"12";"";"";"";"";
"11.12.2020 05:00";"6.8";"728.5";"739.0";"-1.5";"100";"Wind blowing from the south";"3";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"50-100";"";"";"1.4";"6.8";"";"";"";"";"";"";
"11.12.2020 04:00";"6.5";"728.8";"739.3";"-2.2";"99";"Wind blowing from the south-southeast";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"50-100";"";"";"4.0";"6.4";"";"";"";"";"";"";
"11.12.2020 03:00";"6.1";"729.5";"740.0";"-2.6";"99";"Wind blowing from the south-southeast";"4";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"Less than  50";"";"";"2.3";"6.0";"";"";"";"";"";"";
